id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
239211,2143,DXNG,8202.0,148.0,CON,1,0,03,9.756830215454102,1.087000012397766,1499.0,21.8,,21,9.777830123901367,1.0954999923706057,1515.0,201.8,
239210,2144,DXXX,9847.0,148.0,ASP,1,0,04,6.155129909515381,1.2456899881362915,61.0,39.0,,22,6.176340103149414,1.2625999450683594,63.0,219.0,
